Supplier_ID,Country,Region,Industry,Supplier_Tier,Financial_Stability_Score,On_Time_Delivery_Rate,Defect_Rate,Geopolitical_Risk_Index,Lead_Time_Days,Alternative_Suppliers_Available,Contract_Length_Months,Environmental_Compliance,Previous_Disruptions,Delivery_Quality_Index,Supplier_Dependency_Score,Risk_Level
SUP_33524,Switzerland,Europe,Manufacturing,2,67.243132,78.814598,10.261433,12,44,4,32,11.28,1,70.7271,0.2,0
SUP_25057,Nigeria,Africa,Manufacturing,2,49.561693,67.832556,8.28273,48,19,3,24,92.44,2,62.2142,0.25,1
SUP_25411,Vietnam,Asia,Manufacturing,1,65.759866,81.163169,4.824705,31,51,0,32,100.16,1,77.2473,1,1
SUP_00259,India,Asia,Energy,2,44.701722,83.092427,5.126825,49,26,4,12,72.87,1,78.8324,0.2,1
SUP_01509,Czech Republic,Europe,Retail,3,51.594095,78.191182,4.641454,30,22,6,28,96.39,1,74.562,0.1429,0
SUP_07537,Ukraine,Europe,Energy,1,67.784935,93.398705,11.284765,67,29,2,30,70.28,0,82.8589,0.3333,1
SUP_26718,Germany,Europe,Manufacturing,3,32.74335,85.212832,10.090243,11,34,1,1,82.57,0,76.6147,0.5,1
SUP_16219,United States,North America,Manufacturing,3,60.026796,93.796528,5.734658,11,51,2,11,57.41,0,88.4176,0.3333,0
SUP_07800,Sweden,Europe,Manufacturing,3,85.82459,62.171946,4.975756,12,15,7,1,81.51,0,59.0784,0.125,0
SUP_05960,Jordan,Asia,Healthcare,2,55.263786,69.496181,0.414452,49,25,3,23,77.45,0,69.2082,0.25,1
SUP_31602,Vietnam,Asia,Retail,2,83.974941,82.322238,1.739901,31,22,2,21,33.94,1,80.8899,0.3333,0
SUP_10764,Vietnam,Asia,Manufacturing,2,59.77142,75.24285,8.226313,31,25,4,48,78.27,1,69.0531,0.2,1
SUP_01259,Brazil,South America,Energy,2,52.123021,53.43216,6.534008,31,56,4,17,100.19,0,49.9409,0.2,1
SUP_13064,France,Europe,Manufacturing,3,53.981961,57.780946,9.121894,12,68,4,10,67.83,0,52.5102,0.2,0
SUP_19115,Cuba,North America,Manufacturing,2,69.805926,69.519801,10.478155,67,22,4,23,83.27,1,62.2354,0.2,1
SUP_12687,France,Europe,Manufacturing,2,46.6293,65.892284,6.963408,12,44,0,12,88.54,1,61.3039,1,1
SUP_00897,Thailand,Asia,Electronics,3,58.998021,73.722664,3.176848,30,20,2,1,66.59,1,71.3806,0.3333,1
SUP_31561,Vietnam,Asia,Retail,2,64.262604,100,0.228548,31,12,3,15,64.87,1,99.7715,0.25,0
SUP_25573,South Korea,Asia,Manufacturing,3,57.65533,72.503756,8.548392,13,22,1,9,93.38,4,66.3059,0.5,1
SUP_28398,Nigeria,Africa,Energy,2,71.988993,86.718177,6.705754,48,29,1,18,78.29,1,80.9031,0.5,1
SUP_32765,South Africa,Africa,Retail,2,61.936016,90.894513,7.045337,31,23,2,17,62.78,1,84.4907,0.3333,0
SUP_23793,Thailand,Asia,Manufacturing,3,41.618284,97.748427,0.251142,30,32,1,2,48.49,5,97.5029,0.5,1
SUP_23641,Morocco,Africa,Manufacturing,1,67.239021,76.251339,5.963526,31,14,2,26,73.87,1,71.7041,0.3333,1
SUP_05226,Morocco,Africa,Manufacturing,3,46.597956,67.91071,1.939844,31,34,3,3,34.89,0,66.5933,0.25,1
SUP_15612,Ethiopia,Africa,Energy,3,41.235961,92.112302,5.609334,48,30,5,9,78.92,2,86.9454,0.1667,1
SUP_28857,Poland,Europe,Energy,2,65.327047,79.983105,4.980232,31,46,2,12,71.73,1,75.9998,0.3333,1
SUP_22714,Romania,Europe,Retail,3,35.315774,79.19307,2.914474,30,0,0,3,61.72,1,76.885,1,1
SUP_23828,Belarus,Europe,Manufacturing,2,48.775208,76.184545,8.927984,66,0,4,14,79.4,0,69.3828,0.2,1
SUP_31594,Philippines,Asia,Manufacturing,1,65.152041,68.415701,9.799104,31,31,2,31,99.58,0,61.7116,0.3333,0
SUP_20734,Ethiopia,Africa,Manufacturing,2,69.039567,72.033857,5.553122,48,16,5,29,100.85,3,68.0337,0.1667,1
SUP_24396,Poland,Europe,Manufacturing,2,52.057981,71.847447,15.371345,31,35,4,42,56.52,0,60.8035,0.2,1
SUP_23017,Sweden,Europe,Retail,3,58.153345,81.266981,6.552924,12,19,4,4,91.46,1,75.9416,0.2,0
SUP_03296,Norway,Europe,Manufacturing,2,44.383233,64.638447,1.357957,12,46,5,22,62.27,1,63.7607,0.1667,1
SUP_30123,Czech Republic,Europe,Retail,2,64.797273,85.318207,1.979454,30,1,4,29,83.73,1,83.6294,0.2,0
SUP_14167,Poland,Europe,Energy,1,39.42471,99.306918,3.972826,31,26,0,34,66.52,1,95.3616,1,1
SUP_28214,Singapore,Asia,Retail,2,25.592785,78.710317,0,13,9,0,17,83.37,1,78.7103,1,1
SUP_06309,Colombia,South America,Electronics,2,57.044653,82.86603,0.908403,31,49,4,17,82.4,5,82.1133,0.2,1
SUP_19163,Netherlands,Europe,Retail,1,39.71607,85.82885,3.607795,12,24,2,28,59.53,1,82.7323,0.3333,1
SUP_15084,Mexico,North America,Electronics,3,57.748162,100,1.897537,31,63,2,1,66.53,2,98.1025,0.3333,1
SUP_11822,Netherlands,Europe,Manufacturing,2,54.809094,75.915994,7.044144,12,29,3,20,51.35,1,70.5684,0.25,1
SUP_18905,Sweden,Europe,Manufacturing,2,48.250795,59.433098,5.338881,12,47,3,16,76.78,2,56.26,0.25,1
SUP_31934,Morocco,Africa,Retail,2,55.427543,80.842957,8.304787,31,19,3,32,58.19,0,74.1291,0.25,1
SUP_02790,Egypt,Africa,Energy,2,61.002973,84.499008,5.639444,48,48,5,28,46.33,2,79.7337,0.1667,1
SUP_16350,UAE,Asia,Energy,2,35.351559,80.584056,9.833896,48,39,3,12,81.81,0,72.6595,0.25,1
SUP_08980,Sudan,Africa,Energy,2,55.198205,68.691351,3.255732,67,35,3,12,53.91,0,66.4549,0.25,1
SUP_13882,Indonesia,Asia,Energy,3,37.214096,98.2039,2.576185,31,25,7,20,52.64,1,95.674,0.125,1
SUP_21150,Australia,Oceania,Electronics,3,56.592041,63.374091,1.49721,11,24,1,7,62.82,2,62.4252,0.5,1
SUP_25245,Kenya,Africa,Energy,2,27.860346,83.265246,6.499831,48,25,3,32,50.27,0,77.8531,0.25,1
SUP_28812,Chile,South America,Electronics,3,57.391834,84.930072,2.772266,31,49,2,3,63.27,1,82.5756,0.3333,1
SUP_26996,Belarus,Europe,Retail,2,50.417492,89.01421,6.09946,66,0,2,17,76.86,1,83.5848,0.3333,1
SUP_00404,Kenya,Africa,Energy,2,46.037246,56.446711,8.799685,48,45,0,18,51.93,2,51.4796,1,1
SUP_15016,India,Asia,Energy,3,76.201001,61.872683,7.632294,49,25,2,1,85.61,2,57.1504,0.3333,1
SUP_03766,Egypt,Africa,Retail,2,72.119853,89.694305,3.147367,48,21,3,12,62.69,3,86.8713,0.25,1
SUP_23069,Argentina,South America,Manufacturing,2,48.999477,77.008784,0.331571,48,16,4,20,70.82,1,76.7534,0.2,1
SUP_07481,Nigeria,Africa,Retail,1,61.732985,78.543926,8.963262,48,7,1,28,95.58,0,71.5038,0.5,1
SUP_20216,Turkey,Asia,Manufacturing,3,59.964322,51.643096,8.190697,49,23,2,5,96.82,1,47.4132,0.3333,1
SUP_15131,Czech Republic,Europe,Manufacturing,1,48.795362,62.277123,0,30,13,1,42,45.83,1,62.2771,0.5,1
SUP_06472,South Africa,Africa,Manufacturing,2,68.024626,67.375064,8.013984,31,6,2,20,87.71,1,61.9756,0.3333,0
SUP_04209,United Kingdom,Europe,Electronics,3,73.885474,74.679562,2.055175,12,15,2,10,66.46,0,73.1448,0.3333,0
SUP_03997,Norway,Europe,Electronics,3,69.313963,77.988724,0,12,28,6,12,66.83,0,77.9887,0.1429,0
SUP_27915,Mexico,North America,Manufacturing,2,100,74.935004,6.272666,31,33,0,18,77.73,1,70.2346,1,0
SUP_23115,Brazil,South America,Retail,2,49.989361,91.422463,0.72446,31,19,1,20,88.58,0,90.7601,0.5,1
SUP_06525,Malaysia,Asia,Retail,2,39.013727,83.410706,5.82947,31,0,5,17,89.54,0,78.5483,0.1667,1
SUP_32076,Kazakhstan,Asia,Electronics,2,93.184502,77.853882,0,48,43,5,20,61.28,3,77.8539,0.1667,0
SUP_04097,Netherlands,Europe,Retail,3,74.127952,82.331253,5.473741,12,19,6,22,68.9,1,77.8247,0.1429,0
SUP_05026,Singapore,Asia,Retail,2,48.491945,80.387962,6.145466,13,20,1,12,92.74,3,75.4477,0.5,1
SUP_12863,Bangladesh,Asia,Manufacturing,2,66.403425,74.563958,9.302435,48,2,0,23,72.73,4,67.6277,1,1
SUP_29058,Japan,Asia,Manufacturing,2,61.202595,100,5.507764,13,29,5,16,66.67,3,94.4922,0.1667,0
SUP_27243,Mexico,North America,Energy,2,46.17094,88.159216,5.244342,31,60,3,22,100.33,0,83.5358,0.25,1
SUP_04055,Canada,North America,Manufacturing,3,28.070114,69.015909,10.086116,13,8,6,17,74.53,1,62.0549,0.1429,1
SUP_24017,Saudi Arabia,Asia,Manufacturing,3,60.514409,74.018313,8.437626,48,0,2,9,76.14,2,67.7729,0.3333,1
SUP_27080,China,Asia,Manufacturing,2,63.611755,65.386328,11.692116,48,24,4,20,80.74,1,57.7413,0.2,1
SUP_23769,Romania,Europe,Retail,3,77.171631,84.515672,6.326537,30,2,4,7,65.34,1,79.1688,0.2,0
SUP_04816,Singapore,Asia,Manufacturing,2,42.38718,66.167204,6.578812,13,21,3,20,69.49,2,61.8142,0.25,1
SUP_21165,Ethiopia,Africa,Energy,2,37.926773,86.962249,6.909697,48,35,4,30,71.49,0,80.9534,0.2,1
SUP_07152,Brazil,South America,Retail,3,55.328277,79.598384,1.088271,31,18,3,8,70.67,1,78.7321,0.25,0
SUP_28486,Kenya,Africa,Energy,2,73.391307,76.540401,4.868386,48,30,3,35,85.42,1,72.8141,0.25,1
SUP_03660,Ethiopia,Africa,Electronics,2,70.816493,70.684109,4.078371,48,1,3,26,60.37,0,67.8013,0.25,1
SUP_14246,Thailand,Asia,Retail,2,57.81843,93.039151,0,30,9,3,24,58.94,1,93.0392,0.25,0
SUP_25548,China,Asia,Manufacturing,3,74.483462,71.132984,4.948892,48,22,3,10,77.21,1,67.6127,0.25,0
SUP_02103,Morocco,Africa,Electronics,1,68.824409,62.378129,1.623824,31,39,1,24,60.92,2,61.3652,0.5,1
SUP_19287,Germany,Europe,Manufacturing,2,48.21569,81.271956,8.240507,11,38,2,15,80.14,2,74.5747,0.3333,1
SUP_21326,Mexico,North America,Manufacturing,3,80.611344,77.159293,4.648265,31,25,3,9,43.53,0,73.5727,0.25,0
SUP_13265,Singapore,Asia,Retail,2,34.332963,78.56655,9.081752,13,21,2,15,77.2,0,71.4313,0.3333,1
SUP_24661,Iran,Asia,Energy,3,41.887966,96.090943,8.028794,64,34,2,11,83.47,0,88.376,0.3333,1
SUP_08020,Jordan,Asia,Electronics,2,61.07891,68.220314,4.027516,49,32,1,15,77.87,3,65.4727,0.5,1
SUP_17249,Chile,South America,Manufacturing,1,38.509311,70.465988,5.773204,31,22,0,40,62.84,0,66.3978,1,1
SUP_28179,Philippines,Asia,Energy,2,44.224816,90.093175,6.95208,31,40,3,20,79.5,1,83.8298,0.25,1
SUP_24628,South Africa,Africa,Healthcare,3,38.00783,72.083251,3.066646,31,42,6,35,81.57,1,69.8727,0.1429,1
SUP_18764,Kazakhstan,Asia,Energy,3,46.366117,65.797093,2.101821,48,25,2,3,62.3,1,64.4142,0.3333,1
SUP_28996,Hungary,Europe,Retail,2,62.667091,85.637036,5.46816,31,24,3,12,100.88,0,80.9543,0.25,0
SUP_28365,Indonesia,Asia,Retail,2,37.620254,94.106978,10.966331,31,8,3,13,84.75,0,83.7869,0.25,1
SUP_26750,Japan,Asia,Retail,2,54.200533,79.565434,7.454446,13,8,3,20,78.23,1,73.6343,0.25,0
SUP_26009,Norway,Europe,Retail,1,77.505442,85.889522,4.299461,12,16,2,25,78.21,1,82.1967,0.3333,0
SUP_08098,Chile,South America,Electronics,3,62.715675,70.480988,4.557952,31,36,2,1,84.62,2,67.2763,0.3333,0
SUP_21293,Chile,South America,Electronics,2,66.287906,80.728538,0.65848,31,43,5,19,89.32,0,80.197,0.1667,0
SUP_29830,Denmark,Europe,Electronics,2,56.752035,70.067716,3.069297,11,29,5,31,69.9,1,67.9171,0.1667,0
SUP_07953,Australia,Oceania,Manufacturing,2,48.404762,71.086351,10.542894,11,46,1,17,63.73,1,63.5918,0.5,1
SUP_11829,Turkey,Asia,Retail,2,51.449085,96.51519,4.051058,49,16,5,15,58.86,0,92.6053,0.1667,1
SUP_01205,Bangladesh,Asia,Electronics,1,60.785747,73.510716,1.477595,48,34,2,26,72.93,1,72.4245,0.3333,1
SUP_03770,Indonesia,Asia,Manufacturing,3,67.481839,60.801503,4.897198,31,15,1,1,49.54,2,57.8239,0.5,1
SUP_28005,Philippines,Asia,Energy,3,54.062372,80.258446,5.592284,31,27,5,2,52.32,0,75.7702,0.1667,0
SUP_03742,Morocco,Africa,Manufacturing,2,60.124791,80.388525,8.126503,31,27,4,13,80.65,0,73.8557,0.2,0
SUP_27185,France,Europe,Manufacturing,2,48.211152,84.689816,5.28786,12,41,2,13,75.24,3,80.2115,0.3333,1
SUP_11481,France,Europe,Retail,2,72.794204,97.952891,0,12,20,4,22,70.25,1,97.9529,0.2,0
SUP_06343,France,Europe,Manufacturing,2,21.426457,69.693495,9.31231,12,24,5,32,71.49,0,63.2034,0.1667,1
SUP_05575,India,Asia,Electronics,2,63.72365,74.027564,3.088489,49,28,3,15,56.57,2,71.7412,0.25,1
SUP_28270,Kazakhstan,Asia,Manufacturing,2,84.239025,71.173782,4.818029,48,17,1,21,69.21,1,67.7446,0.5,1
SUP_18737,Argentina,South America,Manufacturing,3,42.298631,67.396974,10.417384,48,14,2,10,58.73,1,60.376,0.3333,1
SUP_19085,Argentina,South America,Electronics,2,61.398189,72.786894,0,48,25,3,14,54.15,0,72.7869,0.25,1
SUP_07770,Romania,Europe,Manufacturing,1,67.825659,67.634516,9.121699,30,38,1,28,47.51,2,61.4651,0.5,1
SUP_11342,France,Europe,Manufacturing,3,77.914382,95.396283,5.583263,12,34,0,2,84.89,1,90.0701,1,0
SUP_07695,Philippines,Asia,Manufacturing,2,59.285729,84.280918,7.970375,31,31,4,31,100.35,4,77.5634,0.2,1
SUP_02940,Jordan,Asia,Healthcare,3,34.292544,67.295166,2.025298,49,51,1,5,71.49,1,65.9322,0.5,1
SUP_03090,Ukraine,Europe,Energy,2,55.832929,73.516877,1.2042,67,43,4,22,63.19,1,72.6316,0.2,1
SUP_25899,Peru,South America,Healthcare,3,52.20716,69.342746,4.531322,48,32,5,11,100.48,1,66.2006,0.1667,1
SUP_30266,France,Europe,Retail,2,59.606325,78.383388,3.405658,12,22,2,15,83.16,1,75.7139,0.3333,0
SUP_05123,Colombia,South America,Energy,3,60.557128,73.614673,9.212588,31,37,0,1,100.16,1,66.8329,1,1
SUP_29604,Kazakhstan,Asia,Retail,3,43.736722,94.404702,4.769169,48,18,4,11,60.43,3,89.9024,0.2,1
SUP_14092,Romania,Europe,Manufacturing,2,50.720429,54.979558,5.596555,30,6,3,17,61.69,1,51.9026,0.25,1
SUP_25846,India,Asia,Energy,2,28.230385,65.688319,6.142193,49,30,2,22,41.74,0,61.6536,0.3333,1
SUP_06631,Saudi Arabia,Asia,Electronics,1,74.633389,77.006726,1.615686,48,13,1,27,67.34,3,75.7625,0.5,1
SUP_20681,Poland,Europe,Retail,2,43.715845,100,6.016458,31,15,4,20,85.94,1,93.9835,0.2,1
SUP_24085,Kenya,Africa,Manufacturing,2,42.088872,73.132741,11.559647,48,21,0,14,68.88,1,64.6789,1,1
SUP_13475,Mexico,North America,Manufacturing,3,40.299527,83.581417,7.491705,31,34,1,9,100.73,1,77.3197,0.5,1
SUP_08350,South Africa,Africa,Electronics,2,75.39908,56.482828,3.749597,31,45,4,17,99.4,1,54.3649,0.2,0
SUP_26021,Pakistan,Asia,Electronics,2,56.592041,62.099605,0,48,23,5,39,36.18,0,62.0996,0.1667,1
SUP_27499,Cameroon,Africa,Manufacturing,3,63.347164,67.300994,14.273961,66,0,2,7,75.5,1,57.6945,0.3333,1
SUP_24636,Poland,Europe,Retail,2,50.357172,89.76394,3.614441,31,22,3,18,73.22,3,86.5195,0.25,1
SUP_31458,Morocco,Africa,Energy,2,34.948811,76.878525,16.139735,31,46,4,12,49.85,0,64.4705,0.2,1
SUP_23046,Jordan,Asia,Energy,2,47.644583,89.998503,4.896653,49,34,3,38,62.29,1,85.5916,0.25,1
SUP_03935,Philippines,Asia,Manufacturing,3,50.831254,70.189879,8.243796,31,52,3,1,66.83,0,64.4036,0.25,1
SUP_02747,Peru,South America,Healthcare,2,35.701736,64.977923,1.740059,48,18,3,23,72.23,0,63.8473,0.25,1
SUP_23785,Peru,South America,Energy,2,36.779235,100,5.365549,48,37,5,43,54.27,0,94.6345,0.1667,1
SUP_03325,Poland,Europe,Retail,2,50.786779,89.572402,3.786537,31,22,4,31,72.42,0,86.1807,0.2,1
SUP_27976,South Africa,Africa,Retail,3,63.419192,80.232859,1.944456,31,20,6,14,79.32,1,78.6728,0.1429,0
SUP_06129,Peru,South America,Retail,1,52.60293,87.988068,4.402905,48,8,2,24,42.23,1,84.114,0.3333,1
SUP_22284,UAE,Asia,Healthcare,1,42.803868,76.020373,1.889719,48,29,1,40,73.64,0,74.5838,0.5,1
SUP_07373,Saudi Arabia,Asia,Electronics,2,62.088692,78.128127,3.004669,48,53,5,33,96.11,1,75.7806,0.1667,1
SUP_04650,Syria,Asia,Electronics,2,74.191758,84.44443,0.706249,84,34,3,31,90.9,1,83.848,0.25,1
SUP_27451,Philippines,Asia,Manufacturing,3,49.315595,75.93989,1.932687,31,5,3,1,57.31,0,74.4722,0.25,1
SUP_22073,Czech Republic,Europe,Manufacturing,2,38.193374,63.96092,6.564484,30,22,4,24,79.88,0,59.7622,0.2,1
SUP_15173,South Africa,Africa,Retail,2,29.826113,77.979809,9.280899,31,17,5,41,52.33,1,70.7426,0.1667,1
SUP_32315,Chile,South America,Manufacturing,3,56.582785,69.399378,1.057553,31,19,0,5,71.25,0,68.6654,1,1
SUP_18801,Poland,Europe,Manufacturing,3,50.027042,64.396797,4.064813,31,28,1,10,68.81,1,61.7792,0.5,1
SUP_23886,Brazil,South America,Electronics,2,64.384545,77.581752,4.364846,31,12,3,36,64.89,4,74.1954,0.25,1
SUP_26271,Hungary,Europe,Healthcare,2,43.884775,83.684843,0.642388,31,52,3,23,77.22,0,83.1473,0.25,1
SUP_20603,Australia,Oceania,Manufacturing,2,32.140687,72.303944,11.525705,11,26,3,23,75.19,0,63.9704,0.25,1
SUP_13848,Myanmar,Asia,Healthcare,2,44.905072,77.869547,2.76995,66,30,2,18,95.82,0,75.7126,0.3333,1
SUP_18057,Brazil,South America,Healthcare,2,36.124455,62.029893,2.903799,31,19,1,16,77.67,2,60.2287,0.5,1
SUP_31281,Philippines,Asia,Healthcare,3,53.240312,75.63106,2.87916,31,19,3,4,92.57,0,73.4535,0.25,0
SUP_07095,Morocco,Africa,Retail,3,48.438019,78.815705,7.968273,31,19,2,4,74.34,1,72.5355,0.3333,1
SUP_05530,North Korea,Asia,Healthcare,3,51.359445,77.094626,2.413588,68,21,3,7,94.84,1,75.2339,0.25,1
SUP_00922,Philippines,Asia,Manufacturing,1,58.177769,93.609541,6.164554,31,26,0,39,73.32,2,87.8389,1,1
SUP_15698,Bangladesh,Asia,Electronics,1,71.64795,83.201175,1.601115,48,26,1,29,93.77,1,81.869,0.5,1
SUP_19535,Denmark,Europe,Retail,2,78.013923,83.902393,10.149535,11,0,4,32,82.13,2,75.3867,0.2,0
SUP_10948,France,Europe,Manufacturing,2,43.071438,78.685248,8.665394,12,29,5,32,100.25,0,71.8669,0.1667,0
SUP_02585,Bangladesh,Asia,Healthcare,2,48.530258,68.73014,0.953795,48,14,5,18,87.27,1,68.0746,0.1667,1
SUP_07084,South Korea,Asia,Electronics,3,62.375803,47.130421,0.180559,13,28,3,9,56.77,1,47.0453,0.25,0
SUP_11539,Bangladesh,Asia,Retail,2,67.063528,98.602797,0,48,24,0,12,83.5,1,98.6028,1,1
SUP_01040,Vietnam,Asia,Manufacturing,1,56.908991,65.970537,5.666774,31,34,1,42,60.33,1,62.2321,0.5,1
SUP_14653,Norway,Europe,Electronics,2,79.871838,68.74931,0,12,29,5,27,55.26,2,68.7493,0.1667,0
SUP_32622,Switzerland,Europe,Manufacturing,1,52.463197,73.115289,4.746442,12,37,2,35,41.91,0,69.6449,0.3333,1
SUP_10915,Bangladesh,Asia,Electronics,2,86.121953,57.669726,4.100126,48,15,4,18,80.44,3,55.3052,0.2,0
SUP_23916,United Kingdom,Europe,Manufacturing,2,85.718459,77.278231,8.799438,12,23,4,25,70.45,1,70.4782,0.2,0
SUP_28680,Egypt,Africa,Energy,3,58.252619,70.514618,5.994604,48,29,1,11,88.32,0,66.2875,0.5,1
SUP_24719,Netherlands,Europe,Manufacturing,3,57.60928,64.28977,8.123735,12,26,5,1,34.32,1,59.067,0.1667,0
SUP_07831,Romania,Europe,Healthcare,2,42.665062,86.311986,0,30,38,3,14,79.47,0,86.312,0.25,1
SUP_15184,Sweden,Europe,Retail,2,46.402271,98.692987,4.538721,12,14,1,17,43.18,0,94.2136,0.5,1
SUP_21095,Jordan,Asia,Retail,3,35.725364,85.869604,2.403207,49,21,0,9,43.61,0,83.806,1,1
SUP_28717,Myanmar,Asia,Electronics,2,56.659267,77.220779,3.406221,66,17,4,16,90.77,1,74.5905,0.2,1
SUP_21270,Czech Republic,Europe,Electronics,2,81.01169,85.800661,2.656887,30,30,0,19,83.8,2,83.521,1,0
SUP_04888,Mozambique,Africa,Electronics,2,84.499587,100,2.779832,66,39,3,34,71.49,4,97.2202,0.25,1
SUP_30055,Romania,Europe,Manufacturing,3,41.262043,62.61529,8.952919,30,20,3,1,55.18,0,57.0094,0.25,1
SUP_03659,Morocco,Africa,Electronics,1,62.806261,68.248298,3.717798,31,43,1,32,58.26,1,65.711,0.5,1
SUP_27256,Indonesia,Asia,Electronics,3,57.5056,71.735132,3.484477,31,25,4,7,87.45,0,69.2355,0.2,0
SUP_19748,Thailand,Asia,Retail,2,67.540175,89.151015,1.171524,30,22,0,15,50.9,2,88.1066,1,1
SUP_21214,Poland,Europe,Energy,2,61.307787,80.750213,15.071835,31,42,2,14,73.24,1,68.5797,0.3333,1
SUP_21637,Philippines,Asia,Healthcare,2,42.554993,67.429804,0,31,17,2,17,81.36,1,67.4298,0.3333,1
SUP_33073,Germany,Europe,Electronics,1,60.932697,84.717707,0,11,25,0,40,63.59,0,84.7177,1,1
SUP_05153,Peru,South America,Energy,3,51.307008,92.270078,4.087914,48,51,4,1,66.14,0,88.4982,0.2,1
SUP_00424,Peru,South America,Energy,2,61.112797,94.687783,4.724264,48,33,5,19,88.6,1,90.2145,0.1667,1
SUP_08831,Indonesia,Asia,Manufacturing,3,47.987122,73.923122,15.270375,31,35,8,19,76.67,1,62.6348,0.1111,0
SUP_18778,India,Asia,Healthcare,3,55.295669,88.731115,0,49,32,5,1,72.73,2,88.7311,0.1667,1
SUP_22662,Colombia,South America,Electronics,3,72.605817,63.549875,1.029693,31,14,3,9,57.85,0,62.8955,0.25,0
SUP_10157,Mali,Africa,Energy,2,27.723437,69.103599,12.953069,66,42,4,14,18.6,1,60.1526,0.2,1
SUP_02053,Indonesia,Asia,Manufacturing,2,54.769164,67.845645,5.636581,31,16,5,27,80.59,1,64.0215,0.1667,1
SUP_28563,Peru,South America,Retail,2,45.626203,93.934953,0,48,12,4,14,73.83,2,93.935,0.2,1
SUP_25721,United Kingdom,Europe,Healthcare,1,44.99753,67.784464,0.105103,12,1,2,32,77.1,2,67.7132,0.3333,1
SUP_11242,Jordan,Asia,Electronics,2,73.04235,100,4.060671,49,30,5,29,47.26,1,95.9393,0.1667,1
SUP_17043,Morocco,Africa,Manufacturing,2,44.530809,48.602472,9.116756,31,11,0,14,78.81,3,44.1715,1,1
SUP_15164,Indonesia,Asia,Manufacturing,2,65.523441,78.807979,10.221304,31,46,3,25,100.81,0,70.7528,0.25,0
SUP_18955,Egypt,Africa,Energy,2,45.784589,76.417864,5.716739,48,29,2,14,54.19,1,72.0493,0.3333,1
SUP_03825,Vietnam,Asia,Healthcare,2,36.773619,71.36017,1.692038,31,7,2,16,86.73,1,70.1527,0.3333,1
SUP_03490,Jordan,Asia,Retail,2,70.403692,95.212159,10.472177,49,17,0,22,79.25,1,85.2414,1,1
SUP_33213,Malaysia,Asia,Retail,1,59.040992,92.108443,3.110766,31,5,2,33,66.79,3,89.2432,0.3333,1
SUP_05405,Poland,Europe,Healthcare,3,50.097599,99.208642,3.078137,31,43,1,1,78.35,0,96.1549,0.5,1
SUP_14879,Romania,Europe,Retail,3,67.332894,87.654331,10.604938,30,22,4,1,45.14,0,78.3586,0.2,0
SUP_14212,Argentina,South America,Electronics,2,81.318129,58.704721,0,48,22,3,28,59.3,1,58.7047,0.25,1
SUP_23565,Czech Republic,Europe,Retail,3,36.383823,80.647829,7.718933,30,18,1,9,46.81,0,74.4227,0.5,1
SUP_30244,Chile,South America,Manufacturing,2,71.007056,75.874784,5.340716,31,3,2,21,44.11,0,71.8225,0.3333,0
SUP_04447,South Africa,Africa,Manufacturing,2,30.96054,76.068302,8.266948,31,16,4,34,65.77,0,69.7798,0.2,1
SUP_20411,Kenya,Africa,Retail,2,48.617641,83.274164,7.119443,48,13,2,22,98.57,1,77.3455,0.3333,1
SUP_12045,Peru,South America,Manufacturing,3,70.51977,73.60605,9.148861,48,9,1,9,80.87,1,66.8719,0.5,1
SUP_31451,Indonesia,Asia,Energy,2,54.096239,89.126535,6.537122,31,32,3,21,71.49,2,83.3002,0.25,1
SUP_09822,Pakistan,Asia,Energy,2,71.691894,69.811209,6.708216,48,54,3,35,67.39,1,65.1281,0.25,1
SUP_16128,Indonesia,Asia,Electronics,1,78.782658,67.989223,0.27522,31,6,2,38,73.13,3,67.8021,0.3333,1
SUP_01886,Chile,South America,Electronics,2,75.187864,84.132754,0.731389,31,43,2,19,57.68,2,83.5174,0.3333,1
SUP_03782,Thailand,Asia,Electronics,2,67.412473,69.197618,0.745217,30,24,1,15,55.83,0,68.6819,0.5,1
SUP_09131,Indonesia,Asia,Retail,2,56.459616,97.150733,1.833193,31,21,3,27,60.82,0,95.3698,0.25,1
SUP_26392,New Zealand,Oceania,Electronics,1,67.253352,94.547172,4.067178,12,31,0,24,66.85,1,90.7018,1,0
SUP_18441,Ethiopia,Africa,Electronics,1,57.661045,82.203118,3.532285,48,50,1,25,100.78,2,79.2995,0.5,1
SUP_06537,Egypt,Africa,Manufacturing,3,63.510975,48.964508,7.564879,48,0,2,3,88.23,0,45.2604,0.3333,1
SUP_06640,Mexico,North America,Manufacturing,3,35.099824,46.582493,4.392933,31,43,3,7,61.95,0,44.5362,0.25,1
SUP_04496,Jordan,Asia,Electronics,3,70.284928,76.775238,4.401235,49,12,3,10,64.35,0,73.3962,0.25,0
SUP_03633,China,Asia,Electronics,1,57.339156,62.474552,2.776996,48,40,2,38,78.34,0,60.7396,0.3333,1
SUP_05514,Mozambique,Africa,Energy,2,56.000597,73.092496,8.990121,66,45,0,18,75.6,1,66.5214,1,1
SUP_24515,Singapore,Asia,Manufacturing,1,53.900725,54.879906,13.96905,13,7,0,27,35.6,0,47.2137,1,1
SUP_16090,Switzerland,Europe,Healthcare,1,55.275169,73.731131,3.561933,12,30,1,29,71.94,1,71.1049,0.5,1
